code,name,muni_code,dc_code,prov_code,population,area_km2
PD199040,Langa,CPT,CPT,WC,73751,3.51
PD199041,Belhar,CPT,CPT,WC,54666,8.41
PD199042,Kuilsrivier,CPT,CPT,WC,83543,39.22
PD199043,Cape Town Central,CPT,CPT,WC,38471,24.49
PD199044,Woodstock,CPT,CPT,WC,23259,9.42
PD199045,Pinelands,CPT,CPT,WC,26465,12.31
PD199046,Elsies River,CPT,CPT,WC,66484,13.12
PD199047,Bellville South,CPT,CPT,WC,28350,12.81
PD199048,Maitland,CPT,CPT,WC,14035,8.34
PD199049,Sea Point,CPT,CPT,WC,24282,7.52
PD199050,Kensington,CPT,CPT,WC,19646,6.06
PD199051,Goodwood,CPT,CPT,WC,41381,15.28
PD199052,Bellville,CPT,CPT,WC,72031,30.24
PD199053,Parow,CPT,CPT,WC,66869,31.86
PD199054,Milnerton,CPT,CPT,WC,119996,28.56
PD199055,Bothasig,CPT,CPT,WC,33904,14.26
PD199056,Kraaifontein,CPT,CPT,WC,278599,107.53
PD199057,Table View,CPT,CPT,WC,113454,69.76
PD199058,Durbanville,CPT,CPT,WC,104694,180.99
PD199059,Table Bay Harbour,CPT,CPT,WC,1183,14.28
PD199060,Melkbosstrand,CPT,CPT,WC,14560,83.78
PD199061,Philadelphia,CPT,CPT,WC,6810,268.33
PD199062,Atlantis,CPT,CPT,WC,103799,269.83
